,SENDER,MESSAGE
97,https://t.me/forbesrussia,"Президент Польши Анджей Дуда [сообщил о планах получить доступ к программе обмена ядерным оружием США](https://www.forbes.ru/society/478959-prezident-pol-si-soobsil-o-planah-polucit-dostup-k-adernomu-oruziu-ssa-iz-za-rossii). Он объяснил это желанием обезопасить страну от растущих угроз со стороны России. Дуда назвал проблемой тот факт, что у Варшавы нет собственного ядерного оружия"
98,https://t.me/forbesrussia,Очередной Петербургский международный экономический форум [запланирован](https://www.forbes.ru/biznes/478949-organizatory-nazvali-daty-peterburgskogo-ekonomiceskogo-foruma-v-2023-godu) на середину июня 2023 года. ПМЭФ проводится с 1997 года и был отменен лишь в 2020 году из-за пандемии
99,https://t.me/forbesrussia,"Миллиардер Алексей Кузьмичев [одержал частичную победу](https://www.forbes.ru/milliardery/478947-bloomberg-zaavil-ob-uspehe-milliardera-kuz-miceva-v-spore-s-franciej-nascet-aht) над таможенной службой Франции в суде из-за яхт. Суд в Париже признал незаконным рейд на одну из яхт предпринимателя и ее заморозку. Об исках Кузьмичева стало известно в сентябре: его защита считает, что санкции против бизнесмена не допускают блокировку его личного имущества"
100,https://t.me/forbesrussia,"Вакантность гибких пространств в Москве почти не увеличивается, несмотря на шестикратный рост нового ввода. Найти качественный коворкинг становится все сложнее, а подходящий, да еще и по приемлемой цене — почти невозможно. Тем ценнее становятся те редкие предложения, которые ненадолго, но все же появляются на рынке в этом сегменте. Не так давно built-to-suit-компания MANUFAQTURY вновь вывела на рынок пул гибких офисов в БЦ Poklonka Place на 850 человек. В чем особенность новых офисов-конструкторов и чего ждать его будущим резидентам, читайте [в нашем материале](https://bit.ly/3M9cpyn).

* __Информационная поддержка__"
101,https://t.me/forbesrussia,"Из России уехало примерно 700 000 человек после объявления частичной мобилизации. Для экстренной релокации россияне выбирали Грузию, Казахстан, Узбекистан, Армению, Турцию и использовали для этого в том числе авиаперелеты, покупая билеты за сотни тысяч рублей.**
**
Многим пришлось оставить работу, так как она не предполагала удаленный формат.

Forbes пообщался с новыми эмигрантами и [узнал, сколько денег и времени они потратили на переезд, как им пришлось поступить с работой и что у них в планах](https://www.forbes.ru/svoi-biznes/478891-kuda-uehali-rossiane-iz-za-casticnoj-mobilizacii-i-cto-planiruut-delat-dal-se).

📸: __Getty Images__"
102,https://t.me/forbesrussia,"Басманный суд [отказался изменить экс-редактору Первого канала Марине Овсянниковой](https://www.forbes.ru/society/478937-sud-otkazalsa-otpravit-v-sizo-eks-redaktora-pervogo-kanala-ovsannikovu) меру пресечения с домашнего ареста на СИЗО по делу о фейках про армию. Решение вынесено заочно, так как ранее Овсянникова с 11-летней дочерью скрылась, по словам ее бывшего мужа, в «неизвестном направлении»"
103,https://t.me/forbesrussia,"Путин [утвердил ратификацию договоров](https://www.forbes.ru/society/478935-putin-utverdil-ratifikaciu-dogovorov-o-vklucenii-v-sostav-rossii-novyh-territorij) о включении в состав России ДНР, ЛНР, Запорожской и Херсонской областей, а также подписал соответствующие законы. Кроме того, президент назначил врио глав новых регионов — должности заняли прежние их руководители"
104,https://t.me/forbesrussia,"«Газпром» [возобновил поставки газа в Италию через территорию Австрии](https://www.forbes.ru/biznes/478933-gazprom-vozobnovil-postavki-gaza-v-italiu-cerez-territoriu-avstrii), прерванные несколько дней назад. Для возобновления импорта итальянская Eni обещала предоставить денежные гарантии на €20 млн"
105,https://t.me/forbesrussia,"В результате нескольких взрывов газопроводы «Северный поток — 1» и «Северный поток — 2» выпустили в море, а затем и в атмосферу существенный объем природного газа. 

Оценки объемов выброса расходятся от 115 000 т до более чем 300 000 т. На 90% эта газовая смесь состоит из метана. По оценке специалистов Программы ООН по окружающей среде, выброс метана в результате повреждения «Северных потоков» можно считать катастрофическим — это самый крупная авария на газопроводных системах за всю историю.  

У аварии есть также и более отдаленные последствия. Она уже привела к дополнительному росту цен на газ в Европе, а дорогой газ менее доступен домохозяйствам и малому бизнесу. 

Какими будут последствия взрывов на «Северных потоках» — [читайте в материале Forbes](https://www.forbes.ru/mneniya/478811-klimaticeskaa-avaria-kakimi-budut-posledstvia-vzryvov-na-severnyh-potokah)

📸__: Пузырьки газа из-за утечки «Северного потока — 2» диаметром более километра (Danish Defence Command / Handout via Reuters)__"
106,https://t.me/forbesrussia,"Клиенты из России [жалуются на отказы ](https://www.forbes.ru/finansy/478929-rossiane-pozalovalis-na-otkazy-bankomatov-v-es-rabotat-s-kartami-kitajskoj-unionpay)нескольких банков и сетей банкоматов в Европе от работы с картами китайской системы UnionPay. Как минимум один банк в Чехии подтвердил «Известиям», что больше не обслуживает карты UnionPay вне зависимости от страны выпуска, некоторые организации отказались принимать карты российских банков. Ранее с UnionPay перестала работать сеть в Финляндии из-за «опустошавших» банкоматы россиян"
107,https://t.me/forbesrussia,"Турция предложила России [использовать в стране собственную систему платежей Troy](https://www.forbes.ru/finansy/478925-smi-uznali-o-predlozenii-turcii-ispol-zovat-ee-plateznuu-sistemu-vmesto-mira) вместо карт «Мир», узнали источники газеты Aydinlik. В конце сентября обслуживать карты «Мир» отказались пять турецких банков из-за угрозы санкций США"
108,https://t.me/forbesrussia,"В начале октября одной из главных тем для западных рынков стала ситуация вокруг одного из самых крупных и значимых банков Швейцарии и Европы — Credit Suisse.

Акции банка в понедельник, 3 октября, опустились до исторического минимума в 3,5 швейцарского франка, с начала сентября потеряв 27%. Параллельно с этим подорожала страховка от дефолта банка — спреды по кредитно-дефолтным свопам (CDS).

Причина столь явной нервозности инвесторов — записка, которую глава банка Ульрих Кёрнер в пятницу, 30 сентября, направил сотрудникам банка. В записке Кёрнер признавал, что кредитная организация находится в «критическом моменте» на фоне подготовки к масштабной перестройке бизнеса. 

Резкий рост стоимости страховок от дефолта и падение акций спровоцировали разговоры о том, что Credit Suisse может повторить судьбу американского инвестбанка Lehman Brothers, c краха которого начался мировой финансовый кризис 2008-2009 годов. **
**
[Есть ли повод для беспокойства и станет ли Credit Suisse вторым Lehman Brothers?](https://www.forbes.ru/finansy/478841-sdelajte-glubokij-vdoh-stanet-li-credit-suisse-vtorym-lehman-brothers)

📸__: Dan Kitwood / Getty Images__"
109,https://t.me/forbesrussia,"Профицит валюты, который возник в России из-за санкций, [можно потратить](https://www.forbes.ru/finansy/478921-eksperty-predlozili-potratit-zapasy-valuty-na-zajmy-partneram-i-proekty-v-rossii) на экспортные кредиты зарубежным партнерам и «бесплатное» финансирование проектов внутри России, считают эксперты. Другие, впрочем, назвали эту идею «экзотической» и указали на риски санкций и невозврата валютных займов"
110,https://t.me/forbesrussia,"Оператор «Северного потока – 1» заявил, что [не имеет возможности обследовать](https://www.forbes.ru/biznes/478903-operator-severnogo-potoka-1-zaavil-o-nevozmoznosti-obsledovat-gazoprovod) поврежденные участки трубопровода в связи с отсутствием разрешения местных властей. В частности, шведские власти ввели запрет на судоходство в районе мест повреждений, а Дания заявила, что будет обрабатывать запрос оператора более 20 рабочих дней"
111,https://t.me/forbesrussia,"Илон Маск повторно [предложил](https://www.forbes.ru/milliardery/478899-mask-posle-otkaza-ot-sdelki-povtorno-predlozil-kupit-twitter-na-preznih-usloviah) купить Twitter по той же цене, которую он предлагал изначально — $44 млрд. Об этом миллиардер сообщил в письме к руководству соцсети. Акции Twitter на этой новости подскочили на 18%, после чего торги ими приостановили. Twitter договорился с Маском о покупке в апреле, но в мае бизнесмен отказался от сделки, что повлекло судебное разбирательство между компанией и миллиардером"
112,https://t.me/forbesrussia,
113,https://t.me/forbesrussia,
114,https://t.me/forbesrussia,
115,https://t.me/forbesrussia,
116,https://t.me/forbesrussia,
117,https://t.me/forbesrussia,
118,https://t.me/forbesrussia,
119,https://t.me/forbesrussia,
120,https://t.me/forbesrussia,
121,https://t.me/forbesrussia,"Российские компании начали сталкиваться с мобилизацией своих сотрудников. Сложнее других приходится малым и средним предприятиям из сфер, которые не подразумевают удаленную работу из других стран и не попадают под критерии для отсрочек. 

Рискуют лишиться части штата и IT-компании, несмотря на попадание их в число тех, чьи сотрудники могут претендовать на освобождение от мобилизации. 

Кому приходят повестки, как бизнес оценивает риски и что делает, чтобы спасти компании?"
122,https://t.me/forbesrussia,"Стоимость нефти Brent [выросла](https://www.forbes.ru/biznes/478897-neft-brent-podorozala-na-3-na-fone-soobsenij-o-planah-opek-rezko-sokratit-dobycu) больше чем на 3% после сообщений о планах ОПЕК+ резко сократить добычу нефти. По данным источников Bloomberg, производители, в число которых входит и Россия, обсуждают снижение добычи на 2 млн баррелей в сутки, что может стать шоковым фактором для мировой экономики, борющейся с инфляцией"
123,https://t.me/forbesrussia,"[​​](https://telegra.ph/file/43d2ae766b2374fb02c36.jpg)Миллиардер Андрей Козицын [оспорил](https://www.forbes.ru/milliardery/478879-milliarder-andrej-kozicyn-obzaloval-evropejskie-sankcii) санкции Евросоюза. После введения этих санкций во французских Каннах, по данным местной прессы, были заморожены замок и один из самых дорогих в стране пентхаусов уральского металлурга"
124,https://t.me/forbesrussia,"Зеленский [подписал](https://www.forbes.ru/society/478887-zelenskij-podpisal-ukaz-o-nepriznanii-nezavisimosti-kryma-i-respublik-donbassa) указ о признании ничтожными на Украине указов Путина, которыми он признал независимость Крыма, ДНР, ЛНР, Запорожской и Херсонской областей. Этот же указ Зеленского распространяется на «любые другие» решения и договоры, принятые на основании этих указов"
125,https://t.me/forbesrussia,"Минфин [предложил повысить](https://www.forbes.ru/biznes/478875-minfin-predlozil-podnat-minimal-nuu-roznicnuu-cenu-na-igristoe-vino) минимальную розничную цену на игристое вино со следующего года до 239 рублей за 0,75 литра. Таким образом, цена поднимется в 1,4 раза"
126,https://t.me/forbesrussia,"«Газпром» [пригрозил](https://www.forbes.ru/biznes/478867-gazprom-prigrozil-moldavii-prekraseniem-postavok-v-slucae-neoplaty) Молдавии разорвать контракт и прекратить поставки газа в страну в случае неоплаты. Компания подчеркнула, что на протяжении 2022 года «Молдовагаз» регулярно нарушал сроки оплаты и неоднократно просил смягчения обязательств. Теперь все подобные просьбы «Газпром» будет фиксировать как дополнения к контракту, предупредил экспортер"
127,https://t.me/forbesrussia,"Ограничение цен на российскую нефть [позволит](https://www.forbes.ru/biznes/478859-ssa-ocenili-vygodu-razvivausihsa-stran-ot-potolka-cen-na-rossijskuu-neft) бедным и развивающимся странам экономить $160 млрд в год, подсчитал Минфин США. Какой именно потолок цен позволит экономить такие суммы, ведомство не указало"
128,https://t.me/forbesrussia,"Банки Казахстана самостоятельно [устанавливают](https://www.forbes.ru/finansy/478857-nacbank-kazahstana-ob-asnil-shemu-raboty-mestnyh-bankov-s-kartami-mir) деловые отношения с операторами платежных систем и принимают решение об оказании банковских услуг, в том числе обслуживании карт «Мир», заявил Forbes Нацбанк Казахстана. В сентябре казахстанский Халык Банк приостановил прием карт «Мир» на фоне предупреждения Минфина США о готовности ввести санкции за поддержку использования российской платежной системы"
129,https://t.me/forbesrussia,"Европейским властям [следует поднять налоги](https://www.forbes.ru/finansy/478855-glava-shell-predlozil-podnat-nalogi-dla-bogatyh-vmesto-ogranicenia-cen-na-gaz) для состоятельных людей, чтобы помочь уязвимым категориям населения, а не ограничивать цены на газ, заявил глава Shell Бен Ван Берден. О лимитах стоимости энергоресурсов в сентябре задумалась Еврокомиссия, но договориться об этом на общеевропейском уровне не получилось"
130,https://t.me/forbesrussia,"Совет Федерации [одобрил закон о списании кредитов погибших мобилизованных](https://www.forbes.ru/finansy/478847-sovet-federacii-odobril-zakon-o-spisanii-kreditov-pogibsih-mobilizovannyh). Закон также позволяет взять кредитные каникулы призванным по частичной мобилизации, а также добровольцам и контрактникам"
131,https://t.me/forbesrussia,"❗️**С начала мобилизации из России уехали около 700 000 граждан**

Об этом [Forbes рассказал](https://www.forbes.ru/society/478827-rossiu-posle-21-sentabra-pokinuli-okolo-700-000-grazdan) собеседник в Администрации президента. При этом он подчеркнул, что подсчитать, какое количество уехавших покидают страну с туристическими целями, не представляется сейчас возможным.

При этом другой собеседник, знакомый с кремлевскими оценками, 
рассказал, что с начала мобилизации из России уехал почти 1 млн человек. 

До сих пор в СМИ появлялись разрозненные оценки числа уехавших, которые озвучивали различные принимающие страны. Так, 4 октября глава МВД Казахстана Марат Ахметжанов сообщил, что с 21 сентября в страну въехали 200 000 граждан России, выехали из страны за этот период 147 000 россиян.

МВД Грузии сообщало, что за неделю в страну приехали 53 000 россиян, а ежедневно границу переходят 10 000 человек, что на 40-45% больше, чем до 21 сентября.

📸__: Автомобильный пункт пропуска «Мариинский» в Челябинской области на границе России и Казахстана (AP / ТАСС)__"
132,https://t.me/forbesrussia,"Больше [200 000 человек мобилизованы](https://www.forbes.ru/society/478839-sojgu-zaavil-o-mobilizacii-v-rossijskuu-armiu-200-000-celovek) в российскую армию для участия в «военной операции» на Украине, объявил Шойгу. Их будут направлять в районы проведения «операции» после «боевого слаживания», пообещал министр. Ранее Шойгу говорил, что в рамках частичной мобилизации планируется привлечь 300 000 человек"
133,https://t.me/forbesrussia,"Приложения для чтения книг, принадлежащие китайским компаниям, размещают в соцсетях сотни рекламных объявлений оскорбительного содержания, выяснил Forbes USA.

В рекламных объявлениях, нарушающих политику Meta, приводятся отрывки эротических веб-романов с элементами фантастики вроде оборотней и вампиров ― зачастую вместе с короткими видеороликами и изображениями, взятыми со страниц инфлюенсеров, из фильмов и сериалов. 

В одной публикации с рассказом о «ночном ужасе», где девушку принуждают к «спариванию» с «существом», имеется фото звезды бразильского футбола Неймара, пририсованное к стоковому изображению избитой женщины. Представитель Неймара сообщил Forbes, что изображение использовано без разрешения спортсмена.

Пресс-секретарь Meta Энди Стоун заявил, что до обращения от Forbes компания удалила десятки рекламных записей от фирм-создателей веб-романов и что с момента предоставления изысканий было удалено еще почти 200 постов и страниц. 

Тем не менее быстрый поиск через Ad Library выдает сотни результатов подобных публикаций.

Как алгоритмы соцсетей пропускают неприемлемый контент — [читайте в материале Forbes](https://www.forbes.ru/tekhnologii/478763-zestokij-roman-kak-algoritmy-socsetej-propuskaut-nepriemlemyj-kontent)

📸__: Artur Widak / NurPhoto via Getty Images__"
134,https://t.me/forbesrussia,"Polymetal подумывает о том, чтобы [сменить регистрацию с острова Джерси](https://www.forbes.ru/biznes/478835-glava-polymetal-zaavil-o-zelanii-pereregistrirovat-kompaniu-v-druzestvennoj-strane) на более «дружественную» России территорию, заявил глава компании Виталий Несис. Polymetal стремится разделить активы, чтобы защитить бизнес вне России от санкций. Несис оценил шансы на реструктуризацию как «больше 50%, но меньше 100%»"
135,https://t.me/forbesrussia,"Нобелевскую премию по физике получили ученые из Франции, США и Австрии. Награда [присуждена им за исследования в области квантовой механики](https://www.forbes.ru/society/478753-nobelevskuu-premiu-po-fizike-prisudili-za-eksperimenty-s-zaputannymi-fotonami). В частности, за эксперименты с запутанными фотонами, установление принципа нарушения неравенств Белла, а также за развитие квантовой информатики"
136,https://t.me/forbesrussia,"Минфин [подготовил проект постановления правительства](https://www.forbes.ru/biznes/478829-minfin-predlozil-priznat-mobilizaciu-fors-mazorom-pri-goskontraktah), предлагающего признать мобилизацию форс-мажором при госконтрактах. В ведомстве подчеркнули, что нововведение касается как общей, так и частичной мобилизации"
137,https://t.me/forbesrussia,"С 1 октября ряд российских брокеров закрыл доступ к иностранным ценным бумагам «недружественных» стран для неквалифицированных инвесторов. Решение ЦБ объяснялось намерением снизить инфраструктурные риски, из-за которых ценные бумаги могут оказаться заблокированными на фоне санкций. 

Несмотря на ограничения, у неквалифицированных инвесторов остаются способы инвестировать в иностранные «недружественные» активы. Среди них, например, покупка биржевых паевых инвестиционных фондов (БПИФ), которые объединяют в себе паи определенных активов, например, акции отдельного сектора экономики или облигации компаний. Сейчас на Мосбирже доступно 22 БПИФа от «Тинькофф», 
«Фридом Финанс», «Райффайзена» и «Альфа капитала». 

Впрочем, с конъюнктурной точки зрения сейчас не лучший момент для таких инвестиций, отмечают аналитики. Как купить активы «недружественных» стран после запрета и стоит ли это делать — [разбирался Forbes](https://www.forbes.ru/investicii/478661-kak-kupit-aktivy-nedruzestvennyh-stran-posle-zapreta-i-stoit-li-eto-delat)

📸__: Pablo Monsalve / VIEWpress__"
138,https://t.me/forbesrussia,"Президент Украины Владимир Зеленский подписал указ, в котором [констатируется невозможность переговоров](https://www.forbes.ru/society/478823-zelenskij-podpisal-ukaz-s-konstataciej-nevozmoznosti-peregovorov-s-putinym) с Путиным. 30 сентября Зеленский говорил, что Украина «была и остается лидером по переговорным усилиям», но не видит перспектив в диалоге именно с Путиным. Президент России, напротив, призвал Украину к переговорам — но без обсуждения четырех территорий, которые он присоединил к России в рамках «военной операции»"
139,https://t.me/forbesrussia,"Число выставленных на срочную продажу квартир на вторичном рынке жилья в Москве [выросло за неделю после объявления частичной мобилизации втрое](https://www.forbes.ru/biznes/478819-cislo-zaavok-na-srocnuu-prodazu-kvartir-v-moskve-vyroslo-vtroe-na-fone-mobilizacii). Их владельцы, пытавшиеся покинуть страну, готовы были продать жилье с дисконтом до 20%"
140,https://t.me/forbesrussia,"Совет Федерации [ратифицировал договоры](https://www.forbes.ru/society/478815-sovfed-ratificiroval-dogovory-i-odobril-zakony-o-vklucenii-v-rossiu-novyh-territorij) и принял законы о принятии в состав России ДНР, ЛНР, Херсонской и Запорожской областей. Все решения были приняты единогласно. Накануне документы и законы одобрила Госдума. Путин подписал договоры 30 сентября"
141,https://t.me/forbesrussia,"За последние несколько дней сухопутную границу России с Казахстаном пересекли тысячи человек, принявших решение экстренно эмигрировать.

Казахстан выбирают не только из-за протяженности границы, но и из-за общей истории, распространенности русского языка, кроме того, многие намерены использовать эту страну как транзитный пункт для последующего переезда в другие государства.

«В Казахстане нам в основном сочувствуют и стараются помочь. Как везде, тут есть и те, кто хочет заработать на ситуации, но я увидел очень много доброжелательного отношения. Встретил женщину, у которой сын живет и работает в России, она предлагала бесплатно переночевать людям в своем коттедже», — рассказывает один из собеседников Forbes. 

Он же видел, что казахстанские волонтеры после перехода границы в «Озинках» предлагали бесплатно довезти россиян до Уральска. 

Как россияне пересекали границу и как их встречают в Казахстане — [читайте в материале Forbes](https://www.forbes.ru/society/478765-hodit-gruppami-i-izucat-mestnyj-mentalitet-kak-rossiane-pereezzaut-v-kazahstan)

📸__: AP / TASS__"
142,https://t.me/forbesrussia,"Минтранс и ФСО [выступили против тестирования летающего такси в «Сколково»](https://www.forbes.ru/tekhnologii/478809-vlasti-otkazalis-testirovat-aerotaksi-v-skolkovo-iz-za-blizosti-vnukovo) из-за близости аэропорта Внуково. Тестирования могут перенести в Зеленоград, но там проекту может помешать близость Шереметьево"
143,https://t.me/forbesrussia,"«Мегафон» и Yota решили [объединить свои розничные сети](https://www.forbes.ru/tekhnologii/478807-megafon-i-yota-ob-edinat-svoi-roznicnye-seti), процесс планируют завершить до конца 2023 года. Компании рассчитывают, что это увеличит эффективность розницы и на треть снизит расходы на развитие сетей. Yota — «дочка» «Мегафона», которая использует его мобильную сеть для работы"
144,https://t.me/forbesrussia,"Власти [объяснили порядок обжалования](https://www.forbes.ru/society/478803-vlasti-ob-asnili-poradok-obzalovania-narusenij-pri-mobilizacii) призыва по мобилизации в случае нарушений. Сделать это можно через новый сервис, который появился на портале Госуслуг. При этом подать жалобу может как сам мобилизованный, так и его родственники"
145,https://t.me/forbesrussia,"При обсуждении проекта федерального бюджета на 2023 год следует помнить, что проект и реальное исполнение бюджета в российской практике почти всегда существенно отличаются, — считает главный экономист «Эксперт РА» Антон Табах. 

Бюджет уже много лет является пусть и самой главной для правительства, но декларацией о намерениях — их исполнение слишком зависит от факторов, находящихся за пределами прогностических возможностей. Здесь и цена на нефть (относительно стабильной в пределах года она была разве что в 2012-2013 и 2016-2018 годах), и курс рубля. 

Проект нового российского бюджета отражает курс на стабильность — настолько, насколько она возможна в нынешних условиях. Однако риски одновременного сокращения доходов и роста расходов делают бюджетную политику ближайших лет особенно непредсказуемой.

Почему правительству все труднее планировать доходы и расходы — [разбирался Forbes](https://www.forbes.ru/mneniya/478711-budzet-bez-pravil-pocemu-pravitel-stvu-vse-trudnee-planirovat-dohody-i-rashody)

📸__: Владимир Гердо / ТАСС__"
146,https://t.me/forbesrussia,"Минтранс предложил увеличить максимальную [стоимость проезда по платным дорогам](https://www.forbes.ru/society/478801-mintrans-predlozil-povysit-cenu-za-proezd-po-platnym-dorogam): на государственных трассах — с 3 до 5 рублей за 1 км, на построенных с нуля — до 8 рублей. Сейчас действуют цены 2016 года. Их нужно пересмотреть из-за увеличения себестоимости строительства дорог в среднем на 12%, утверждает министерство"
147,https://t.me/forbesrussia,"Металлурги [сокращают железнодорожные перевозки](https://www.forbes.ru/society/478799-rzd-zaavilo-o-snizenii-pogruzki-cernyh-metallov-na-eksport-v-sentabre-na-43) своей продукции из-за их дороговизны, заявило РЖД. Меньше стали отправлять металл на восток, который стал основным рынком после закрытия западного из-за санкций. Металлурги требуют скидок и жалуются на отрицательную рентабельность из-за высокой стоимости транспортировки"
148,https://t.me/forbesrussia,"Forbes провел прямой эфир, во время которого юристы рассказали об особенностях военного положения и его отличиях от режима контртеррористической операции. По словам экспертов, в случае введения военного положения закон [позволяет](https://www.forbes.ru/society/478775-uristy-ob-asnili-izolaciu-grazdan-nedruzestvennyh-stran-vo-vrema-voennogo-polozenia), например, изолировать граждан той страны, с которой Россия ведет боевые действия, и также лиц с двойным гражданством. 

«В законе прямо прописано, что такие группы людей могут быть изолированы в соответствии с международными актами», — сказал Алексей Лежников, адвокат юридической компании «Сотби» во время прямого эфира «Разбираемся в терминах: СВО, КТО, военное положение — что поменяется в жизни граждан и бизнеса?», проведенного F Congress 3 октября. 

По мнению юриста, в случае введения такого ограничения «их [группы людей] могут собрать в определенном месте и наблюдать за ними, чтобы не произошло никаких происшествий». Такая практика может быть введена указом президента."
149,https://t.me/forbesrussia,"Государственная энергокомпания Турции Botas [попросила власти России отсрочить часть платежей за газ](https://www.forbes.ru/biznes/478783-bloomberg-uznal-o-pros-be-turcii-k-rossii-otsrocit-platezi-za-gaz-do-2024-goda) до 2024 года, узнал Bloomberg. Пока неизвестно, приведут ли переговоры к соглашению, говорят источники агентства. Ранее «Газпром» разрешил Венгрии отсрочить оплату по некоторым поставкам на три года"
150,https://t.me/forbesrussia,"Акции Tesla [обвалились](https://www.forbes.ru/investicii/478781-akcii-tesla-upali-pocti-na-9-na-fone-prognoza-maska-po-konfliktu-na-ukraine) почти на 9% после отчета по поставкам, которые не оправдали ожиданий, и прогноза основателя компании Илона Маска по развитию конфликта на Украине. По мнению Маска, конфликт может закончиться тем, что Крым останется в составе России, а в занятых российскими военными регионах пройдут повторные референдумы под наблюдением ООН. Такой сценарий миллиардер изложил в своем Twitter"
151,https://t.me/forbesrussia,"Россияне, находящиеся в запасе и подлежащие мобилизации, в исключительных случаях могут [получить персональную отсрочку](https://www.forbes.ru/society/478777-vlasti-nazvali-srok-otsrocki-ot-mobilizacii-dla-rossian-s-personal-noj-bron-u) сроком на год, сообщил портал «Объясняем.рф». Речь идет о сотрудниках федеральных и территориальных органов власти, которым не положена отсрочка по общим правилам. Но решение в таких случаях принимает Межведомственная комиссия по бронированию индивидуально для каждого сотрудника"
152,https://t.me/forbesrussia,"Командующим Западным военным округом [назначен](https://www.forbes.ru/society/478771-rbk-uznal-o-smene-komanduusego-v-zapadnom-voennom-okruge) генерал-лейтенант Роман Бердников, он занял место генерал-полковника Александра Журавлева, узнал РБК. Ранее Бердников командовал Восточным военным округом, а после — российскими войсками в Сирии. На сайте Минобороны изменения пока не отражены"
153,https://t.me/forbesrussia,"Венгерская энергокомпания MVM [договорилась](https://www.forbes.ru/biznes/478767-vengerskaa-mvm-dogovorilas-s-gazpromom-ob-otsrocke-platezej-za-gaz-na-tri-goda) с «Газпромом» об отсрочке платежей за газ на три года, так как растущие цены на него угрожают экономике страны. Венгрия — одна из самых зависимых от российских поставок энергоресурсов страна Евросоюза"
154,https://t.me/forbesrussia,"Нобелевскую премию по физиологии и медицине присудили шведскому биологу, расшифровавшему геном неандертальца и денисовского человека. Методы, разработанные Сванте Паабо, помогли основать целую науку о ДНК вымерших людей и животных — палеогеномику. 

Насколько неандертальцы и другие коренные жители Евразии отличались от нас генетически? Были ли они ассимилированы пришедшими из Африки сапиенсами? А если нет, то есть ли в современном человеке хотя бы крупица генов древних евразийских видов? Ответами на все эти вопросы мы обязаны нынешнему лауреату.

Сванте Паабо, родившийся в 1955 году, начал работать над этой проблемой еще в студенческие годы, когда даже до расшифровки генома современного человека было далеко. Подробнее о труде ученого, затянувшегося на десятилетия — [читайте на сайте Forbes](https://www.forbes.ru/mneniya/478759-dnk-vymersih-kak-kosti-neandertal-cev-prinesli-biologu-nobelevskuu-premiu)

📸__: DEA / A. DAGLI ORTI / De Agostini via Getty Images__"
155,https://t.me/forbesrussia,"Госдума [приняла](https://www.forbes.ru/society/478757-gosduma-prinala-zakony-o-vklucenii-novyh-territorij-v-sostav-rossii) федеральные конституционные законы о включении ЛНР, ДНР, Херсонской и Запорожской областей в состав России. Теперь документы рассмотрит Совет Федерации. Госдума ранее также ратифицировала договоры о присоединении этих территорий к России, а Конституционный суд России признал их соответствующими Конституции"
